'name';'short_name';'url_logo';'volume';'algoritm';'generation';'twitter id';'site_url';'date'
'Bitcoin';'BTC';'https://www.cryptocompare.com/media/19633/btc.png';21000000;'SHA256';'PoW';'https://twitter.com/BTCTN';'https://www.bitcoin.com/';03.01.09
'Ethereum';'ETH';'https://www.cryptocompare.com/media/20646/eth_logo.png';97130858,3;'Ethash';'PoW';'https://twitter.com/ethereumproject';'https://www.ethereum.org/';30.07.15
'Ripple';'XRP';'https://www.cryptocompare.com/media/19972/ripple.png';38305873865;'';'';'https://twitter.com/Ripple';'https://ripple.com/';02.02.13
'Bitcoin Cash';'BCH';'https://www.cryptocompare.com/media/1383919/bch.jpg';21000000;'SHA256';'PoW';'';'https://www.bitcoincash.org/';01.08.17
'Cardano';'ADA';'https://www.cryptocompare.com/media/12318177/ada.png';45000000000;'Ouroboros';'PoS';'https://twitter.com/cardanocom';'https://www.cardanohub.org/';01.10.17
'Litecoin';'LTC';'https://www.cryptocompare.com/media/19782/litecoin-logo.png';84000000;'Scrypt';'PoW';'https://twitter.com/litecoin';'https://litecoin.com/';13.10.11
'NEM';'XEM';'https://www.cryptocompare.com/media/20490/xem.png';8999999999;;'PoI';'https://twitter.com/NEMofficial';'http://www.nem.io/';31.03.15
'EOS';'EOS';'https://www.cryptocompare.com/media/1383652/eos_1.png';1000000000;'DPoS';'DPoS';'https://twitter.com/eos_io';'https://eos.io/';26.06.17
'NEO';'NEO';'https://www.cryptocompare.com/media/1383858/neo.jpg';100000000;'';'';'https://twitter.com/neo_blockchain';'https://neo.org/';09.09.16
'Stellar';'XLM';'https://www.cryptocompare.com/media/20696/str.png';100804167793;'';'';'https://twitter.com/stellarorg';'https://www.stellar.org/';19.07.13
'IOTA';'MIOTA';'https://www.cryptocompare.com/media/1383540/iota_logo.png';2779530283;;'Tangle';'https://twitter.com/iotatoken';'https://iota.org/';17.07.16
'Dash';'DASH';'https://www.cryptocompare.com/media/20626/imageedit_27_4355944719.png';22000000;'X11';'PoW/PoS';'https://twitter.com/Dashpay';'http://dash.org/';18.01.14
'Monero';'XMR';'https://www.cryptocompare.com/media/19969/xmr.png';15630962,1;'CryptoNight';'PoW';'https://twitter.com/monerocurrency';'http://getmonero.org/';02.06.14
'TRON';'TRX';'https://www.cryptocompare.com/media/12318089/trx.png';100000000000;'';'';'https://twitter.com/tronfoundation';'https://tron.network/en.html';26.09.17
'Bitcoin Gold';'BTG';'https://www.cryptocompare.com/media/12318377/btg.png';21000000;'Equihash';'PoW';'https://twitter.com/bitcoingold';'https://bitcoingold.org/';25.10.17
'ICON';'ICX';'https://www.cryptocompare.com/media/12318192/icx.png';400230000;;'LFT';'https://twitter.com/helloiconworld';'https://www.icon.foundation/en/';24.10.17
'Qtum';'QTUM';'https://www.cryptocompare.com/media/1383382/qtum.png';100000000;'POS 3.0';'PoS';'https://twitter.com/QtumOfficial';'https://qtum.org/';19.12.16
'Ethereum Classic';'ETC';'https://www.cryptocompare.com/media/20275/etc2.png';99293636;'Ethash';'PoW';'https://twitter.com/EthereumClassic';'http://www.ethereumclassic.org/';23.07.16
'Lisk';'LSK';'https://www.cryptocompare.com/media/352246/lsk.png';159918400;'DPoS';'DPoS';'https://twitter.com/LiskHQ';'https://lisk.io/';24.05.16
'VeChain';'VEN';'https://www.cryptocompare.com/media/12318129/ven.png';1000000000;'';'';'https://twitter.com/vechainofficial';'https://www.vechain.com/';19.07.17
'RaiBlocks';'XRB';'https://www.cryptocompare.com/media/1383674/xrb.png';340282367;'Blake2b';'PoW';'https://twitter.com/raiblocks';'https://raiblocks.net/';29.02.16
'OmiseGO';'OMG';'https://www.cryptocompare.com/media/1383814/omisego.png';140245398;;'PoS';'https://twitter.com/omise_go';'https://omg.omise.co/';23.06.17
'Populous';'PPT';'https://www.cryptocompare.com/media/1383747/ppt.png';53252246;'';'';'https://twitter.com/bitpopulous';'http://populous.co/';12.04.17
'Tether';'USDT';'https://www.cryptocompare.com/media/1383672/usdt.png';1618090823;'';'';'https://twitter.com/Tether_to';'https://tether.to/';10.06.14
'Zcash';'ZEC';'https://www.cryptocompare.com/media/351360/zec.png';21000000;'Equihash';'PoW';'https://twitter.com/zcashco';'https://z.cash/';28.10.16
'Verge';'XVG';'https://www.cryptocompare.com/media/12318032/xvg.png';16555000000;'Multiple';'PoW';'https://twitter.com/vergecurrency';'http://vergecurrency.com/';15.02.16
'Binance Coin';'BNB';'https://www.cryptocompare.com/media/1383947/bnb.png';200000000;'';'';'https://twitter.com/binance_2017';'https://www.binance.com/';27.06.17
'Siacoin';'SC';'https://www.cryptocompare.com/media/20726/siacon-logo.png';31396146174;'Blake2b';'PoW';'https://twitter.com/NebulousLabs';'https://sia.tech/';01.06.15
'Stratis';'STRAT';'https://www.cryptocompare.com/media/351303/stratis-logo.png';98710150,2;'X13';'PoW/PoS';'https://twitter.com/stratisplatform';'http://www.stratisplatform.com/';09.08.16
'Bytecoin';'BCN';'https://www.cryptocompare.com/media/12318404/bcn.png';184467440735;'CryptoNight';'PoW';'https://twitter.com/bytecoin_dev';'https://bytecoin.org/';05.07.12
'Steem';'STEEM';'https://www.cryptocompare.com/media/350907/steem.png';99692126;;'PoW';'https://twitter.com/steemit';'https://steem.io/';04.07.15
'Ardor';'ARDR';'https://www.cryptocompare.com/media/351736/ardr.png';1000000000;;'PoS';'https://twitter.com/ArdorPlatform';'https://www.ardorplatform.org/';13.10.16
'Maker';'MKR';'https://www.cryptocompare.com/media/1382296/mkr.png';1000000;'';'';'https://twitter.com/MakerDAO';'https://makerdao.com/';29.01.17
'Augur';'REP';'https://www.cryptocompare.com/media/350815/augur-logo.png';11000000;'';'';'https://twitter.com/AugurProject';'https://augur.net/';17.11.14
'Status';'SNT';'https://www.cryptocompare.com/media/1383568/snt.png';6804870175;'';'';'https://twitter.com/ethstatus';'https://status.im/';20.06.17
'BitShares';'BTS';'https://www.cryptocompare.com/media/20705/bts.png';2511953117;'SHA-512';'PoS';'https://twitter.com/_bitshares';'https://bitshares.org/';05.11.14
'KuCoin Shares';'KCS';'https://www.cryptocompare.com/media/12318389/kcs.png';181043076;'';'';'https://twitter.com/kucoincom';'https://www.kucoin.com/#/';15.09.17
'0x';'ZRX';'https://www.cryptocompare.com/media/1383799/zrx.png';1000000000;'';'';'https://twitter.com/0xproject';'https://www.0xproject.com/#home';15.08.17
'Waves';'WAVES';'https://www.cryptocompare.com/media/350884/waves_1.png';100000000;'Leased POS';'LPoS';'https://twitter.com/wavesplatform';'https://wavesplatform.com/';12.06.16
'Dogecoin';'DOGE';'https://www.cryptocompare.com/media/19684/doge.png';112867799718,6;'Scrypt';'PoW';'https://twitter.com/dogecoin';'http://dogecoin.com/';06.12.13
'Electroneum';'ETN';'https://www.cryptocompare.com/media/14761932/electroneum.png';21000000000;;'PoW';'https://twitter.com/electroneum';'http://electroneum.com/';03.11.17
'Veritaseum';'VERI';'https://www.cryptocompare.com/media/1383562/veri.png';100000000;'';'';'https://twitter.com/ReggieMiddleton';'http://veritas.veritaseum.com/';25.04.17
'Walton';'WTC';'https://www.cryptocompare.com/media/12317959/wtc.png';70000000;'';'';'https://twitter.com/waltonchain';'http://www.waltonchain.org/';27.08.17
'Decred';'DCR';'https://www.cryptocompare.com/media/1382607/decred.png';21000000;'BLAKE256';'PoW/PoS';'https://twitter.com/decredproject';'https://decred.org/';08.02.16
'Komodo';'KMD';'https://www.cryptocompare.com/media/351408/kmd.png';200000000;'Equihash';'dPoW/PoW';'https://twitter.com/komodoplatform';'https://komodoplatform.com/';01.09.16
'Dragonchain';'DRGN';'https://www.cryptocompare.com/media/16746490/drgn.png';433494437;'';'';'https://twitter.com/https://twitter.com/dragonchaingang';'https://dragonchain.com/';17.08.17
'Dentacoin';'DCN';'https://www.cryptocompare.com/media/1383999/dcn.png';8000000000000;'';'';'https://twitter.com/dentacoin';'https://twitter.com/dentacoin';01.06.17
'Loopring';'LRC';'https://www.cryptocompare.com/media/12318135/lrc.png';1395076055;'';'';'https://twitter.com/loopringorg';'https://loopring.org/';06.08.17
'DigiByte';'DGB';'https://www.cryptocompare.com/media/12318264/7638-nty_400x400.jpg';21000000000;'Multiple';'PoW';'https://twitter.com/DigiByteCoin';'http://www.digibyte.co/';12.01.14
'Ark';'ARK';'https://www.cryptocompare.com/media/351931/ark.png';125000000;'DPoS';'DPoS';'https://twitter.com/ArkEcosystem';'https://ark.io/';22.03.17
'SALT';'SALT';'https://www.cryptocompare.com/media/9350744/salt.jpg';120000000;'';'';'https://twitter.com/SaltLending';'https://www.saltlending.com/';28.07.17
'QASH';'QASH';'https://www.cryptocompare.com/media/15887431/qash.png';1000000000;'';'';'https://twitter.com/QUOINE_SG';'https://liquid.plus/';02.10.17
'Basic Attention Token';'BAT';'https://www.cryptocompare.com/media/1383370/bat.png';1500000000;'';'';'https://twitter.com/attentiontoken';'https://basicattentiontoken.org/';31.05.17
'WAX';'WAX';'https://www.cryptocompare.com/media/12318290/wax.png';185000000;'';'';'https://twitter.com/WAXToken';'https://www.waxtoken.com/';05.10.17
'Hshare';'HSR';'https://www.cryptocompare.com/media/12318137/hsr.png';84000000;;'PoW/PoS';'https://twitter.com/Mkt_Hcash';'https://h.cash/';02.10.17
'Golem';'GNT';'https://www.cryptocompare.com/media/351995/golem_logo.png';1000000000;'';'';'https://twitter.com/golemproject';'https://golem.network/';17.11.16
'FunFair';'FUN';'https://www.cryptocompare.com/media/1383738/fun.png';17173696076;'';'';'https://twitter.com/FunFairTech';'https://funfair.io/';15.06.17
'Kyber Network';'KNC';'https://www.cryptocompare.com/media/12318084/knc.png';226000000;'';'';'https://twitter.com/KyberNetwork';'https://kyber.network/';24.09.17
'Gas';'GAS';'https://www.cryptocompare.com/media/1383858/neo.jpg';9677664;'';'';'https://twitter.com/neo_blockchain';'https://neo.org/';06.07.17
'SmartCash';'SMART';'https://www.cryptocompare.com/media/1383906/smart.png';5000000000;'Keccak';'PoW';'https://twitter.com/scashofficial';'https://smartcash.cc/';11.07.17
'Ethos';'ETHOS';'https://www.cryptocompare.com/media/16404851/ethos.png';222295208,2;'';'';'https://twitter.com/Ethos_io';'https://www.ethos.io/';28.06.17
'PIVX';'PIVX';'https://www.cryptocompare.com/media/1382389/pivx.png';43647311,6;'Quark';'PoW/PoS';'https://twitter.com/_pivx';'https://pivx.org/';25.11.15
'Byteball Bytes';'GBYTE';'https://www.cryptocompare.com/media/351835/bytes.png';1000000;'';'';'https://twitter.com/ByteballOrg';'https://byteball.org/';25.12.16
'RChain';'RHOC';'https://www.cryptocompare.com/media/16746544/rhoc.png';870663574;'';'';'https://twitter.com/rchain_coop';'https://www.rchain.coop/';01.12.16
'Aion';'AION';'https://www.cryptocompare.com/media/16746538/aion.png';465934586,7;'';'';'https://twitter.com/Aion_Network';'https://aion.network/';28.09.17
'Factom';'FCT';'https://www.cryptocompare.com/media/1382863/fct1.png';8753873;'';'';'https://twitter.com/factom';'http://factom.org/';05.10.15
'Cindicator';'CND';'https://www.cryptocompare.com/media/12318283/cnd.png';2000000005;'';'';'https://twitter.com/Crowd_indicator';'https://cindicator.com/';03.08.17
'Dent';'DENT';'https://www.cryptocompare.com/media/1383613/dent.png';100000000000;'';'';'https://twitter.com/dentcoin';'https://www.dentcoin.com/';12.07.17
'aelf';'ELF';'https://www.cryptocompare.com/media/20780600/elf.png';1000000000;'';'';'https://twitter.com/aelfblockchain';'http://aelf.io/';18.12.17
'MonaCoin';'MONA';'https://monacoin.org/img/monacoin.png';105120000;'Lyra2RE(v2)';'PoW';'';'http://monacoin.org/en/';01.01.14
'Power Ledger';'POWR';'https://www.cryptocompare.com/media/12318301/powr.png';1000000000;'';'';'https://twitter.com/PowerLedger_io';'https://powerledger.io/';05.07.17
'Syscoin';'SYS';'https://www.cryptocompare.com/media/25792583/sys.png';2000000000;'Scrypt';'PoW';'https://twitter.com/syscoin';'http://syscoin.org/';27.04.14
'DigixDAO';'DGD';'https://www.cryptocompare.com/media/350851/dgd.png';1999421;'';'';'https://twitter.com/DigixGlobal';'https://www.dgx.io/';28.04.16
'ZClassic';'ZCL';'https://www.cryptocompare.com/media/351926/zcl.png';21000000;'Equihash';'PoW';'https://twitter.com/ZclassicCoin';'http://zclassic.org/';06.11.16
'Bytom';'BTM';'https://www.cryptocompare.com/media/1383996/btm.png';1407000000;'';'';'https://twitter.com/Bytom_Official';'http://bytom.io/';20.06.17
'Nebulas';'NAS';'https://www.cryptocompare.com/media/20780653/nas.png';100000000;'';'';'https://twitter.com/nebulasio';'https://nebulas.io/';01.09.17
'ReddCoin';'RDD';'https://www.cryptocompare.com/media/19887/rdd.png';27500000000;'Scrypt';'PoW/PoS';'https://twitter.com/reddcoin';'https://www.reddcoin.com/';02.02.14
'Nxt';'NXT';'https://www.cryptocompare.com/media/20627/nxt.png';1000000000;'PoS';'PoS/LPoS';'https://twitter.com/nxtcommunity';'http://nxt.org/';24.11.13
'Kin';'KIN';'https://www.cryptocompare.com/media/1383731/kin.png';10000000000000;'';'';'https://twitter.com/kin_foundation';'https://kin.kik.com/';25.05.17
'Aeternity';'AE';'https://www.cryptocompare.com/media/1383836/ae.png';273685831;;'PoW/PoS';'https://twitter.com/aetrnty';'https://www.aeternity.com/';29.12.16
'Enigma';'ENG';'https://www.cryptocompare.com/media/12318287/eng.png';150000000;'';'';'https://twitter.com/EnigmaMPC';'https://enigma.co/';28.07.17
'Neblio';'NEBL';'https://www.cryptocompare.com/media/1384016/nebl.png';13487741,6;'';'';'https://twitter.com/NeblioTeam';'https://nebl.io/';06.08.17
'Nexus';'NXS';'https://www.cryptocompare.com/media/1382387/nexus.jpg';78000000;'SHA3';'PoW/nPoS';'https://twitter.com/NxsEarth';'http://www.nexusearth.com/';19.06.14
'Emercoin';'EMC';'https://www.cryptocompare.com/media/350611/emc.png';1000000000;'SHA256';'PoW/PoS';'https://twitter.com/EmerCoin_EMC';'http://emercoin.com/';08.12.13
'GXShares';'GXS';'https://www.cryptocompare.com/media/20780746/gxs.png';100000000;;'DPoS';'https://twitter.com/gongxinbao';'https://gxs.gxb.io/';04.03.17
'Request Network';'REQ';'https://www.cryptocompare.com/media/12318260/req.png';1000000000;'';'';'https://twitter.com/RequestNetwork';'https://request.network/#/';31.08.17
'ChainLink';'LINK';'https://www.cryptocompare.com/media/12318078/link.png';1000000000;'';'';'';'https://link.smartcontract.com/';19.09.17
'ZCoin';'XZC';'https://www.cryptocompare.com/media/1382780/xzc1.png';21000000;'Lyra2RE';'PoW';'https://twitter.com/zcoinofficial';'https://zcoin.io/';06.10.16
'Substratum';'SUB';'https://www.cryptocompare.com/media/1384011/sub1.png';600000000;'';'';'https://twitter.com/SubstratumNet';'https://substratum.net/';14.08.17
'MediBloc';'MED';'https://www.cryptocompare.com/media/16746766/med.png';7966384100;'';'';'https://twitter.com/_MediBloc';'https://medibloc.org/en/';18.10.17
'Experience Points';'XP';'https://www.cryptocompare.com/media/12318134/xp.png';246668468917;'SHA256';'PoW/PoS';'https://twitter.com/theBigXP';'http://xpcoin.io/';21.07.17
'MaidSafeCoin';'MAID';'https://www.cryptocompare.com/media/352247/maid.png';452552412;'';'';'https://twitter.com/maidsafe';'https://maidsafe.net/';12.06.14
'Bancor';'BNT';'https://www.cryptocompare.com/media/1383549/bnt.jpg';79323978;'';'';'https://twitter.com/bancornetwork';'https://bancor.network/';13.02.17
'Quantstamp';'QSP';'https://www.cryptocompare.com/media/15887408/qsp.png';976442388,3;'';'';'https://twitter.com/Quantstamp';'https://quantstamp.com/';01.10.17
'SIRIN LABS Token';'SRN';'https://www.cryptocompare.com/media/14913556/srn.png';573145073;'';'';'https://twitter.com/SIRINLABS';'https://sirinlabs.com/';18.10.17
'Cryptonex';'CNX';'https://www.cryptocompare.com/media/11417632/cnx.png';210000000;'Scrypt';'PoS';'https://twitter.com/Cryptonex_CNX';'https://cryptonex.org/';14.08.17
'BitcoinDark';'BTCD';'https://www.cryptocompare.com/media/19630/btcd_1.png';22000000;'SHA256';'PoW/PoS';'https://twitter.com/BitcoinDark';'http://bitcoindark.com/';09.07.14
'Bitcore';'BTX';'https://www.cryptocompare.com/media/1383895/btx.png';21000000;'Time Travel';'PoW';'https://twitter.com/bitcore_btx';'http://www.bitcore.cc/';23.04.17
'GameCredits';'GAME';'https://www.cryptocompare.com/media/350887/game.png';84000000;'Scrypt';'PoW';'https://twitter.com/Game_Credits';'https://gamecredits.com/';01.06.15
'Iconomi';'ICN';'https://www.cryptocompare.com/media/351400/icn.png';100000000;'';'';'https://twitter.com/https://twitter.com/iconominet';'https://www.iconomi.net/';25.08.16
'Gnosis';'GNO';'https://www.cryptocompare.com/media/1383083/gnosis-logo.png';10000000;'';'';'https://twitter.com/gnosisPM';'http://gnosis.pm/';25.04.17
'TenX';'PAY';'https://www.cryptocompare.com/media/1383687/pay.png';205218255,9;'';'';'https://twitter.com/tenxwallet';'https://www.tenx.tech/';06.06.16
'Civic';'CVC';'https://www.cryptocompare.com/media/1383611/cvc.png';1000000000;'';'';'https://twitter.com/civickey';'https://www.civic.com/';21.06.17
'Particl';'PART';'https://www.cryptocompare.com/media/1383838/part.png';8634140;'PoS';'PoS';'https://twitter.com/particlproject';'http://particl.io/';21.03.17
'PACcoin';'PAC';'https://www.cryptocompare.com/media/20780670/pac.png';100000000000000;'SHA256D';'PoW';'https://twitter.com/PaccoinDEVs';'https://paccoin.net/';12.11.13
'Skycoin';'SKY';'https://www.cryptocompare.com/media/1383565/sky.png';100000000;'Obelisk';'';'https://twitter.com/skycoinproject';'http://skycoin.net/';22.12.13
'Pillar';'PLR';'https://www.cryptocompare.com/media/1383786/plr.png';800000000;'';'';'https://twitter.com/PillarWallet';'https://pillarproject.io/';26.06.17
'VIBE';'VIBE';'https://www.cryptocompare.com/media/12318267/vibe.png';267000000;'';'';'https://twitter.com/VibeHubVR';'https://www.vibehub.io/';25.07.17
'Po.et';'POE';'https://www.cryptocompare.com/media/1383828/poe.png';3141592653;'';'';'https://twitter.com/_poetproject';'https://po.et/';08.08.17
'Raiden Network Token';'RDN';'https://www.cryptocompare.com/media/14913482/rdn.png';100000000;'';'';'https://twitter.com/raiden_network';'https://raiden.network/';22.09.17
'XPlay';'XPA';'https://files.coinmarketcap.com/static/img/coins/200x200/xplay.png';10000000000;'';'';'https://twitter.com/Xplayico';'https://xplay.fund/';19.09.17
'DigitalNote';'XDN';'https://www.cryptocompare.com/media/19957/xdn.jpg';8589869056;'CryptoNight';'PoW';'https://twitter.com/DigitalNote_XDN';'http://digitalnote.org/';30.05.14
'SophiaTX';'SPHTX';'https://www.cryptocompare.com/media/14913551/sphtx.png';500000000;'DPoS';'DPoS';'https://twitter.com/Sophia_TX_';'https://www.sophiatx.com/';05.12.17
'BLOCKv';'VEE';'https://www.cryptocompare.com/media/12318044/vee.png';6428571429;'';'';'https://twitter.com/blockv_io';'http://t.blockv.io/cryptocompare';12.10.17
'Vertcoin';'VTC';'https://www.cryptocompare.com/media/19945/vtc.png';84000000;'Lyra2RE';'PoW';'https://twitter.com/Vertcoin';'https://vertcoin.org/';08.01.14
'DEW';'DEW';'https://files.coinmarketcap.com/static/img/coins/200x200/dew.png';200000000;'';'';'https://twitter.com/DewFund';'https://dew.one/';22.12.17
'BridgeCoin';'BCO';'https://www.cryptocompare.com/media/16746477/bco.png';27000000;'Scrypt';'PoW';'https://twitter.com/CryptoBridge';'https://bridgecoin.org/';12.07.17
'Storj';'STORJ';'https://www.cryptocompare.com/media/20422/sjcx.png';424999998;'';'';'https://twitter.com/storjproject';'https://storj.io/';19.07.17
'Time New Bank';'TNB';'https://www.cryptocompare.com/media/16746672/tnb.png';5541877892,2;'';'';'https://twitter.com/TimeNewBank';'https://tnb.fund/';01.10.16
'iExec RLC';'RLC';'https://www.cryptocompare.com/media/12318418/rlc.png';87000000;'';'';'https://twitter.com/iEx_ec';'http://iex.ec/';10.01.17
'NAV Coin';'NAV';'https://www.cryptocompare.com/media/351431/nav.png';62329495,9;'X13';'PoW/PoS';'https://twitter.com/NavCoin';'https://navcoin.org/';06.06.14
'Santiment Network Token';'SAN';'https://www.cryptocompare.com/media/1383730/san.png';83337000;'';'';'https://twitter.com/santimentfeed';'http://www.santiment.net/';09.02.17
'Ubiq';'UBQ';'https://www.cryptocompare.com/media/1382441/ubq.png';37986668,7;'Dagger-Hashimoto';'PoW';'https://twitter.com/ubiqsmart';'http://ubiqsmart.com/';29.09.16
'Storm';'STORM';'https://www.cryptocompare.com/media/1383803/storm.jpg';10000000000;'';'';'https://twitter.com/Storm_Token';'http://stormtoken.com/';06.07.17
'Cobinhood';'COB';'https://www.cryptocompare.com/media/9350700/cobin.png';1000000000;'';'';'https://twitter.com/cobinhood';'http://cobinhood.com/';01.09.17
'PayPie';'PPP';'https://www.cryptocompare.com/media/12318216/ppp.png';165000000;'';'';'https://twitter.com/PayPiePlatform';'https://www.paypie.com/';02.08.17
'MonaCoin';'MCO';'https://www.cryptocompare.com/media/1383653/mco.jpg';31587682,4;'';'';'https://twitter.com/monaco_card';'https://mona.co/';18.05.17
'ETHLend';'LEND';'https://www.cryptocompare.com/media/16746444/lend.png';1299999942;'';'';'https://twitter.com/ethlend1';'https://ethlend.io/en/';15.08.17
'BitConnect';'BCC';'https://www.cryptocompare.com/media/9350709/bccoin1.png';28000000;'Scrypt';'PoW/PoS';'https://twitter.com/bitconnect';'http://www.bitconnectcoin.co/';15.11.16
'SingularDTV';'SNGLS';'https://www.cryptocompare.com/media/351368/sngls.png';1000000000;'';'';'https://twitter.com/SingularDTV';'https://singulardtv.com/';02.10.16
'Telcoin';'TEL';'https://www.cryptocompare.com/media/25792569/tel.png';100000000000;'';'';'https://twitter.com/telcoin_team';'https://www.telco.in/';11.11.17
'Blocknet';'BLOCK';'https://www.cryptocompare.com/media/20204/block.png';4981362,3;;'PoW/PoS';'https://twitter.com/The_Blocknet';'http://blocknet.co/';20.10.14
'Achain';'ACT';'https://www.cryptocompare.com/media/16746576/act.png';1000000000;'DPoS';'DPoS';'https://twitter.com/AchainOfficial';'https://www.achain.com/';27.10.17
'Simple Token';'OST';'https://www.cryptocompare.com/media/14913437/st.png';800000000;;'PoS';'https://twitter.com/TheSimpleToken';'https://simpletoken.org/';13.10.17
'Enjin Coin';'ENJ';'https://www.cryptocompare.com/media/11417639/enjt.png';1000000000;'';'';'https://twitter.com/enjincs';'https://enjincoin.io/';24.07.17
'AirSwap';'AST';'https://www.cryptocompare.com/media/12318279/ast.png';500000000;'';'';'https://twitter.com/airswap';'https://www.airswap.io/';26.09.17
'High Performance Blockchain';'HPB';'https://www.cryptocompare.com/media/20780783/hpb.png';100000000;'DPoS';'';'https://twitter.com/HPB_Global';'http://www.gxn.io/';09.01.18
'Dynamic Trading Rights';'DTR';'https://www.cryptocompare.com/media/14761903/dtr.png';3750000;'';'';'https://twitter.com/TokensNet';'https://www.tokens.net/';31.10.17
'DeepBrain Chain';'DBC';'https://www.cryptocompare.com/media/20780608/dbc.png';10000000000;'';'';'https://twitter.com/DeepBrainChain';'https://www.deepbrainchain.org/';03.11.17
'Red Pulse';'RPX';'https://www.cryptocompare.com/media/12318339/rpx.png';1358371250;'';'';'https://twitter.com/red_pulse_china';'https://www.red-pulse.com/';08.10.17
'AppCoins';'APPC';'https://www.cryptocompare.com/media/12318370/app.png';246203093;'';'';'https://twitter.com/AppCoinsProject';'https://appcoins.io/';06.11.17
'Revain';'R';'https://www.cryptocompare.com/media/12318360/r.png';1000000000;'';'';'https://twitter.com/Revain_org';'http://revain.org/';04.08.17
'XTRABYTES';'XBY';'https://www.cryptocompare.com/media/20780760/xby.png';650000000;;'PoSign';'https://twitter.com/XtraBYtes';'https://www.xtrabytes.global/#home';10.04.17
'INS Ecosystem';'INS';'https://www.cryptocompare.com/media/14913458/ins.png';50000000;'';'';'https://twitter.com/INS_Ecosystem';'https://www.ins.world/';04.12.17
'WaBi';'WABI';'https://www.cryptocompare.com/media/12318331/wabi.png';100000000;'';'';'https://twitter.com/wabiico';'http://www.wacoin.io/';21.07.17
'Counterparty';'XCP';'https://www.cryptocompare.com/media/19960/xcp.png';2600000;;'PoW';'https://twitter.com/CounterpartyXCP';'http://counterparty.io/';02.01.14
'HTMLCOIN';'HTML';'https://www.cryptocompare.com/media/20780629/html.png';90000000000;'SHA256';'PoW/PoS';'https://twitter.com/HTMLCOIN';'https://htmlcoin.com/';18.12.17
'Decentraland';'MANA';'https://www.cryptocompare.com/media/1383903/mana.png';2805886393,2;'';'';'https://twitter.com/decentraland';'https://decentraland.org/';08.08.17
'Peercoin';'PPC';'https://www.cryptocompare.com/media/19864/peercoin-logo.png';24586727,3;'';'';'https://twitter.com/peercoinppc';'http://peercoin.net/';28.04.13
'Ripio Credit Network';'RCN';'https://www.cryptocompare.com/media/12318046/rnc.png';1000000000;;'PoW';'https://twitter.com/RCN_token';'https://ripiocredit.network/';17.10.17
'BitBay';'BAY';'https://www.cryptocompare.com/media/1383137/bay1.png';1009248905,2;;'PoS';'https://twitter.com/BitBayMarket';'http://bitbaymarket.net/';07.11.14
'SuperNET';'UNITY';'https://www.cryptocompare.com/media/350935/unity_1.png';816061;'';'';'https://twitter.com/SuperNETorg';'https://www.supernet.org/en';16.11.15
'Einsteinium';'EMC2';'https://www.cryptocompare.com/media/20033/emc2.png';299792458;'Scrypt';'PoW';'https://twitter.com/einsteiniumcoin';'https://www.emc2.foundation/';01.03.14
'Edgeless';'EDG';'https://www.cryptocompare.com/media/1382799/edg.jpg';132046997;'';'';'https://twitter.com/edgelessproject';'https://edgeless.io/';16.12.16
'SpankChain';'SPANK';'https://www.cryptocompare.com/media/16404890/spank.png';1000000000;'';'';'https://twitter.com/SpankChain';'https://spankchain.com/';31.10.17
'IoT Chain';'ITC';'https://www.cryptocompare.com/media/20780628/itc.png';100000000;'';'';'https://twitter.com/IoT_Chain';'https://iotchain.io/';19.12.17
'Bibox Token';'BIX';'https://files.coinmarketcap.com/static/img/coins/200x200/bibox-token.png';271520349;'';'';'https://twitter.com/Bibox365';'https://www.bibox.com/';24.12.17
'CyberMiles';'CMT';'https://www.cryptocompare.com/media/16746569/cmt.png';1000000000;'';'';'https://twitter.com/cybermiles';'https://cm.5miles.com/';01.11.17
'ATMChain';'ATM';'https://www.cryptocompare.com/media/14913430/atm.png';10000000000;'';'';'https://twitter.com/ATMChainDev';'https://www.atmchain.io/en.html';01.09.17
'Internet Node Token';'INT';'https://www.cryptocompare.com/media/25792603/int.png';1000000000;'';'';'https://twitter.com/INTCHAIN';'https://intchain.io/#';01.12.17
'SONM';'SNM';'https://www.cryptocompare.com/media/1383564/snm.png';444000000;'';'';'https://twitter.com/sonmdevelopment';'https://sonm.io/';24.01.17
'Aragon';'ANT';'https://www.cryptocompare.com/media/1383244/ant.png';39609524;'';'';'https://twitter.com/AragonProject';'https://aragon.one/';05.05.17
'AdEx';'ADX';'https://www.cryptocompare.com/media/1383667/adx1.png';100000000;'';'';'https://twitter.com/AdEx_Network';'https://www.adex.network/';30.05.17
'UTRUST';'UTK';'https://www.cryptocompare.com/media/9350717/utrust.png';500000000;'';'';'https://twitter.com/UTRUST_Official';'https://utrust.io/';28.08.17
'ZenCash';'ZEN';'https://www.cryptocompare.com/media/25792624/zen.png';21000000;'Equihash';'PoW';'https://twitter.com/ZenCashOfficial';'https://zensystem.io/';09.03.17
'Streamr DATAcoin';'DATA';'https://www.cryptocompare.com/media/14913438/data.png';987154514;'';'';'https://twitter.com/streamrinc';'https://www.streamr.com/';06.10.17
'Melon';'MLN';'https://www.cryptocompare.com/media/1382653/mln.png';749400;'';'';'https://twitter.com/melonport';'https://melonport.com/';16.02.17
